"AverageShortestPathLength","Betweenness","Closeness","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Eigenvector","Interactor Type","IsSingleNode","name","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Short Label","Species (NCBI TAX ID)","Species Full Name","Species Short Label","Stress","Subgragh","synonym","systematic name"
,,,,,,,,"gene",,"LAP3",,"false",,"LAP3","LAP3","9606","Homo sapiens","Human",,,"PEPS",""
,,,,,,,,"protein",,"ZBED1",,"false",,"ZBED1","ZBED1","9606","Homo sapiens","Human",,,"hDREF",""
,,,,,,,,"gene",,"LAPTM5",,"false",,"LAPTM5","LAPTM5","9606","Homo sapiens","Human",,,"CLAST6","RP5-1166H10.3"
,,,,,,,,"protein",,"CPSF6",,"false",,"CPSF6","CPSF6","9606","Homo sapiens","Human",,,"HPBRII-7",""
,,,,,,,,"gene",,"KLRF1",,"false",,"KLRF1","KLRF1","9606","Homo sapiens","Human",,,"NKp80",""
,,,,,,,,"gene",,"KLHL40",,"false",,"KLHL40","KLHL40","9606","Homo sapiens","Human",,,"SYRP",""
,,,,,,,,"protein",,"PLSCR1",,"false",,"PLSCR1","PLSCR1","9606","Homo sapiens","Human",,,"MMTRA1B",""
,,,,,,,,"protein",,"COL4A3BP",,"false",,"COL4A3BP","COL4A3BP","9606","Homo sapiens","Human",,,"STARD11",""
,,,,,,,,"gene",,"JMJD8",,"false",,"JMJD8","JMJD8","9606","Homo sapiens","Human",,,"C16orf20","PP14397"
,,,,,,,,"protein",,"POM121",,"false",,"POM121","POM121","9606","Homo sapiens","Human",,,"POM121A",""
,,,,,,,,"gene",,"IRX1",,"false",,"IRX1","IRX1","9606","Homo sapiens","Human",,,"IRXA1",""
,,,,,,,,"protein",,"ENOX1",,"false",,"ENOX1","ENOX1","9606","Homo sapiens","Human",,,"cCNOX","RP11-301I17.1"
,,,,,,,,"gene",,"INSIG1",,"false",,"INSIG1","INSIG1","9606","Homo sapiens","Human",,,"CL6",""
,,,,,,,,"gene",,"IMP3",,"false",,"IMP3","IMP3","9606","Homo sapiens","Human",,,"MRPS4",""
,,,,,,,,"protein",,"SULT1E1",,"false",,"SULT1E1","SULT1E1","9606","Homo sapiens","Human",,,"STE",""
,,,,,,,,"protein",,"RWDD2B",,"false",,"RWDD2B","RWDD2B","9606","Homo sapiens","Human",,,"C21orf6","GL011"
,,,,,,,,"gene",,"CXCL8",,"false",,"CXCL8","CXCL8","9606","Homo sapiens","Human",,,"NAP1",""
,,,,,,,,"gene",,"IL1A",,"false",,"IL1A","IL1A","9606","Homo sapiens","Human",,,"IL1F1",""
,,,,,,,,"protein",,"PTBP2",,"false",,"PTBP2","PTBP2","9606","Homo sapiens","Human",,,"nPTB",""
,,,,,,,,"protein",,"RBM10",,"false",,"RBM10","RBM10","9606","Homo sapiens","Human",,,"ZRANB5","CTD-2522E6.5"
,,,,,,,,"gene",,"HYAL4",,"false",,"HYAL4","HYAL4","9606","Homo sapiens","Human",,,"CSHY",""
,,,,,,,,"gene",,"HINT3",,"false",,"HINT3","HINT3","9606","Homo sapiens","Human",,,"HINT4",""
,,,,,,,,"protein",,"ZSCAN32",,"false",,"ZSCAN32","ZSCAN32","9606","Homo sapiens","Human",,,"ZNF434","HCCS5"
,,,,,,,,"protein",,"L3MBTL2",,"false",,"L3MBTL2","L3MBTL2","9606","Homo sapiens","Human",,,"L3MBT","RP4-756G23.4"
,,,,,,,,"gene",,"HAUS4",,"false",,"HAUS4","HAUS4","9606","Homo sapiens","Human",,,"C14orf94",""
,,,,,,,,"gene",,"HAUS1",,"false",,"HAUS1","HAUS1","9606","Homo sapiens","Human",,,"HsT1461",""
,,,,,,,,"protein",,"MEAF6",,"false",,"MEAF6","MEAF6","9606","Homo sapiens","Human",,,"NY-SAR-91","RP3-423B22.2"
,,,,,,,,"protein",,"ZBTB25",,"false",,"ZBTB25","ZBTB25","9606","Homo sapiens","Human",,,"ZNF46",""
,,,,,,,,"gene",,"GRIN2B",,"false",,"GRIN2B","GRIN2B","9606","Homo sapiens","Human",,,"hNR3",""
,,,,,,,,"gene",,"GPSM3",,"false",,"GPSM3","GPSM3","9606","Homo sapiens","Human",,,"NG1","DAAP-218M18.6"
,,,,,,,,"protein",,"USHBP1",,"false",,"USHBP1","USHBP1","9606","Homo sapiens","Human",,,"MCC2",""
,,,,,,,,"protein",,"KLHL42",,"false",,"KLHL42","KLHL42","9606","Homo sapiens","Human",,,"KLHDC5",""
,,,,,,,,"gene",,"GOLGA2P5",,"false",,"GOLGA2P5","GOLGA2P5","9606","Homo sapiens","Human",,,"GOLGA2L1","PP1757"
,,,,,,,,"protein",,"PHLDA1",,"false",,"PHLDA1","PHLDA1","9606","Homo sapiens","Human",,,"TDAG51",""
,,,,,,,,"gene",,"GK2",,"false",,"GK2","GK2","9606","Homo sapiens","Human",,,"GKTA",""
,,,,,,,,"protein",,"FAM120B",,"false",,"FAM120B","FAM120B","9606","Homo sapiens","Human",,,"dJ894D12.1",""
,,,,,,,,"gene",,"GFPT2",,"false",,"GFPT2","GFPT2","9606","Homo sapiens","Human",,,"GFAT2",""
,,,,,,,,"protein",,"ALS2CR11",,"false",,"ALS2CR11","ALS2CR11","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"GABRG3",,"false",,"GABRG3","GABRG3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"VIM",,"false",,"VIM","VIM","9606","Homo sapiens","Human",,,"HEL113","RP11-124N14.1"
,,,,,,,,"gene",,"FHIT",,"false",,"FHIT","FHIT","9606","Homo sapiens","Human",,,"FRA3B",""
,,,,,,,,"gene",,"RMDN1",,"false",,"RMDN1","RMDN1","9606","Homo sapiens","Human",,,"RMD1","CGI-90"
,,,,,,,,"protein",,"DCTD",,"false",,"DCTD","DCTD","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"KRTAP4-12",,"false",,"KRTAP4-12","KRTAP4-12","9606","Homo sapiens","Human",,,"KRTAP4.12",""
,,,,,,,,"gene",,"EXOSC4",,"false",,"EXOSC4","EXOSC4","9606","Homo sapiens","Human",,,"p12A",""
,,,,,,,,"protein",,"QPRT",,"false",,"QPRT","QPRT","9606","Homo sapiens","Human",,,"QPRTase",""
,,,,,,,,"gene",,"ETV1",,"false",,"ETV1","ETV1","9606","Homo sapiens","Human",,,"ER81",""
,,,,,,,,"protein",,"LNX1",,"false",,"LNX1","LNX1","9606","Homo sapiens","Human",,,"PDZRN2","UNQ574/PRO1136"
,,,,,,,,"gene",,"EPG5",,"false",,"EPG5","EPG5","9606","Homo sapiens","Human",,,"hEPG5",""
,,,,,,,,"gene",,"ELL3",,"false",,"ELL3","ELL3","9606","Homo sapiens","Human",,,"",""
,"1.389864253393665","0.5032051282051282",,,"11.0",,"0.011862784624099731","protein",,"MOAP1",,"false",,"MOAP1","MOAP1","9606","Homo sapiens","Human",,,"PNMA4",""
,,,,,,,,"protein",,"MAGEH1",,"false",,"MAGEH1","MAGEH1","9606","Homo sapiens","Human",,,"MAGEH",""
,,,,,,,,"gene",,"EGFR",,"false",,"EGFR","EGFR","9606","Homo sapiens","Human",,,"mENA",""
,,,,,,,,"protein",,"CCNK",,"false",,"CCNK","CCNK","9606","Homo sapiens","Human",,,"CPR4",""
,,,,,,,,"gene",,"DZIP1",,"false",,"DZIP1","DZIP1","9606","Homo sapiens","Human",,,"DZIPt1","RP11-23E3.3"
,,,,,,,,"protein",,"DVL3",,"false",,"DVL3","DVL3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"DPP6",,"false",,"DPP6","DPP6","9606","Homo sapiens","Human",,,"VF2",""
,,,,,,,,"gene",,"DKK2",,"false",,"DKK2","DKK2","9606","Homo sapiens","Human",,,"DKK-2","UNQ682/PRO1316"
,,,,,,,,"protein",,"CINP",,"false",,"CINP","CINP","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"CLUAP1",,"false",,"CLUAP1","CLUAP1","9606","Homo sapiens","Human",,,"FAP22",""
,,,,,,,,"gene",,"DDX50",,"false",,"DDX50","DDX50","9606","Homo sapiens","Human",,,"mcdrh",""
,,,,,,,,"gene",,"DCLRE1C",,"false",,"DCLRE1C","DCLRE1C","9606","Homo sapiens","Human",,,"SNM1C","RP11-398C13.5"
,,,,,,,,"protein",,"CRACR2A",,"false",,"CRACR2A","CRACR2A","9606","Homo sapiens","Human",,,"EFCAB4B",""
,,,,,,,,"protein",,"TRIM29",,"false",,"TRIM29","TRIM29","9606","Homo sapiens","Human",,,"ATDC",""
,,,,,,,,"gene",,"C12orf49",,"false",,"C12orf49","C12orf49","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"PRTFDC1",,"false",,"PRTFDC1","PRTFDC1","9606","Homo sapiens","Human",,,"HHGP","RP11-129O7.1"
,,,,,,,,"gene",,"CYP20A1",,"false",,"CYP20A1","CYP20A1","9606","Homo sapiens","Human",,,"CYP-M","UNQ667/PRO1301"
,"273.40895688834854","0.5518453427065027",,,"70.0",,"0.10994547605514526","protein",,"EWSR1",,"false",,"EWSR1","EWSR1","9606","Homo sapiens","Human",,,"bK984G1.4","AC002059.7"
,,,,,,,,"gene",,"CPA5",,"false",,"CPA5","CPA5","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"CLCA3P",,"false",,"CLCA3P","CLCA3P","9606","Homo sapiens","Human",,,"CLCA3",""
,,,,,,,,"protein",,"MAPRE2",,"false",,"MAPRE2","MAPRE2","9606","Homo sapiens","Human",,,"RP1",""
,,,,,,,,"protein",,"ZNF250",,"false",,"ZNF250","ZNF250","9606","Homo sapiens","Human",,,"ZNF647",""
,,,,,,,,"gene",,"ATR",,"false",,"ATR","ATR","9606","Homo sapiens","Human",,,"SCKL1",""
,,,,,,,,"protein",,"CFL1",,"false",,"CFL1","CFL1","9606","Homo sapiens","Human",,,"HEL-S-15",""
,,,,,,,,"gene",,"ARPP21",,"false",,"ARPP21","ARPP21","9606","Homo sapiens","Human",,,"TARPP",""
,,,,,,,,"protein",,"ACTB",,"false",,"ACTB","ACTB","9606","Homo sapiens","Human",,,"PS1TP5BP1",""
,,,,,,,,"gene",,"ARMCX5",,"false",,"ARMCX5","ARMCX5","9606","Homo sapiens","Human",,,"GASP5","RP4-769N13.3"
,,,,,,,,"gene",,"ARL3",,"false",,"ARL3","ARL3","9606","Homo sapiens","Human",,,"ARFL3","RP11-47A8.3"
,,,,,,,,"protein",,"KXD1",,"false",,"KXD1","KXD1","9606","Homo sapiens","Human",,,"MSTP096",""
,,,,,,,,"protein",,"KRT81",,"false",,"KRT81","KRT81","9606","Homo sapiens","Human",,,"hHAKB2-1",""
,,,,,,,,"gene",,"ADAM28",,"false",,"ADAM28","ADAM28","9606","Homo sapiens","Human",,,"eMDCII",""
,,,,,,,,"protein",,"CEP70",,"false",,"CEP70","CEP70","9606","Homo sapiens","Human",,,"BITE",""
,,,,,,,,"gene",,"ACVR1C",,"false",,"ACVR1C","ACVR1C","9606","Homo sapiens","Human",,,"ALK7",""
,,,,,,,,"protein",,"FAM27E3",,"false",,"FAM27E3","FAM27E3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"AAGAB",,"false",,"AAGAB","AAGAB","9606","Homo sapiens","Human",,,"p34",""
,,,,,,,,"gene",,"CDC37L1",,"false",,"CDC37L1","CDC37L1","9606","Homo sapiens","Human",,,"HARC","RP11-6J24.5"
,,,,,,,,"protein",,"CCDC85B",,"false",,"CCDC85B","CCDC85B","9606","Homo sapiens","Human",,,"DIPA",""
,,,,,,,,"protein",,"DOK5",,"false",,"DOK5","DOK5","9606","Homo sapiens","Human",,,"IRS6",""
,,,,,,,,"gene",,"LUC7L3",,"false",,"LUC7L3","LUC7L3","9606","Homo sapiens","Human",,,"hLuc7A",""
,,,,,,,,"protein",,"BNIP3L",,"false",,"BNIP3L","BNIP3L","9606","Homo sapiens","Human",,,"NIX",""
,,,,,,,,"gene",,"EZR",,"false",,"EZR","EZR","9606","Homo sapiens","Human",,,"VIL2",""
,,,,,,,,"protein",,"TP53RK",,"false",,"TP53RK","TP53RK","9606","Homo sapiens","Human",,,"dJ101A2","RP1-28H20.1"
,,,,,,,,"gene",,"ZBTB48",,"false",,"ZBTB48","ZBTB48","9606","Homo sapiens","Human",,,"pp9964","RP11-58A11.4"
,,,,,,,,"protein",,"CALCOCO2",,"false",,"CALCOCO2","CALCOCO2","9606","Homo sapiens","Human",,,"NDP52",""
,,,,,,,,"gene",,"ARNTL2",,"false",,"ARNTL2","ARNTL2","9606","Homo sapiens","Human",,,"bHLHe6",""
,"4.200129287407413","0.5080906148867314",,,"19.0",,"0.02952994965016842","protein",,"MCM10",,"false",,"MCM10","MCM10","9606","Homo sapiens","Human",,,"DNA43","PRO2249"
,,,,,,,,"gene",,"CEP85",,"false",,"CEP85","CEP85","9606","Homo sapiens","Human",,,"CCDC21",""
,,,,,,,,"protein",,"KRT15",,"false",,"KRT15","KRT15","9606","Homo sapiens","Human",,,"K1CO",""
,,,,,,,,"gene",,"PSMA3",,"false",,"PSMA3","PSMA3","9606","Homo sapiens","Human",,,"PSC3",""
,,,,,,,,"protein",,"MGME1",,"false",,"MGME1","MGME1","9606","Homo sapiens","Human",,,"bA504H3.4","RP11-504H3.1"
,,,,,,,,"gene",,"NT5M",,"false",,"NT5M","NT5M","9606","Homo sapiens","Human",,,"mdN",""
,,,,,,,,"gene",,"DCAF17",,"false",,"DCAF17","DCAF17","9606","Homo sapiens","Human",,,"C2orf37",""
,,,,,,,,"protein",,"MAGEA11",,"false",,"MAGEA11","MAGEA11","9606","Homo sapiens","Human",,,"MAGEA-11",""
,,,,,,,,"protein",,"LENG8",,"false",,"LENG8","LENG8","9606","Homo sapiens","Human",,,"pp13842","XXbac-BCX535A19.3"
,,,,,,,,"gene",,"KISS1R",,"false",,"KISS1R","KISS1R","9606","Homo sapiens","Human",,,"KISS-1R",""
,,,,,,,,"gene",,"FXYD1",,"false",,"FXYD1","FXYD1","9606","Homo sapiens","Human",,,"PLM",""
,,,,,,,,"protein",,"RHOXF2",,"false",,"RHOXF2","RHOXF2","9606","Homo sapiens","Human",,,"THG1",""
,,,,,,,,"protein",,"CCDC158",,"false",,"CCDC158","CCDC158","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"B2M",,"false",,"B2M","B2M","9606","Homo sapiens","Human",,,"","CDABP0092"
,,,,,,,,"protein",,"FCHSD2",,"false",,"FCHSD2","FCHSD2","9606","Homo sapiens","Human",,,"SH3MD3",""
,,,,,,,,"gene",,"CASP3",,"false",,"CASP3","CASP3","9606","Homo sapiens","Human",,,"SCA-1",""
,"2.2409184157834456","0.5025252525252525",,,"6.0",,"0.021116169169545174","protein",,"CDCA3",,"true",,"CDCA3","CDCA3","9606","Homo sapiens","Human",,,"TOME-1",""
,,,,,,,,"gene",,"NUMA1",,"false",,"NUMA1","NUMA1","9606","Homo sapiens","Human",,,"NUMA",""
,,,,,,,,"gene",,"SOCS1",,"false",,"SOCS1","SOCS1","9606","Homo sapiens","Human",,,"TIP3",""
,,,,,,,,"protein",,"TRIM39",,"false",,"TRIM39","TRIM39","9606","Homo sapiens","Human",,,"TRIM39B","DAAP-385L22.4"
,"0.15384615384615385","0.5024",,,"4.0",,"0.011593221686780453","protein",,"CEP72",,"false",,"CEP72","CEP72","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"RASSF2",,"false",,"RASSF2","RASSF2","9606","Homo sapiens","Human",,,"RASFADIN","RP4-599I11.1"
,,,,,,,,"protein",,"KIAA0408",,"false",,"KIAA0408","KIAA0408","9606","Homo sapiens","Human",,,"","RP3-403A15.2"
,,,,,,,,"gene",,"HAGHL",,"false",,"HAGHL","HAGHL","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TSC22D4",,"false",,"TSC22D4","TSC22D4","9606","Homo sapiens","Human",,,"TILZ2",""
,,,,,,,,"gene",,"PKMYT1",,"false",,"PKMYT1","PKMYT1","9606","Homo sapiens","Human",,,"PPP1R126",""
,,,,,,,,"gene",,"KIAA0196",,"false",,"KIAA0196","KIAA0196","9606","Homo sapiens","Human",,,"SPG8",""
,,,,,,,,"protein",,"ATP6V1E1",,"false",,"ATP6V1E1","ATP6V1E1","9606","Homo sapiens","Human",,,"Vma4",""
,,,,,,,,"protein",,"ATP6V1G2",,"false",,"ATP6V1G2","ATP6V1G2","9606","Homo sapiens","Human",,,"VMA10","DADB-26I14.6"
,,,,,,,,"gene",,"SLC25A6",,"false",,"SLC25A6","SLC25A6","9606","Homo sapiens","Human",,,"ANT3Y","RP11-261P4.6"
,,,,,,,,"gene",,"LLGL2",,"false",,"LLGL2","LLGL2","9606","Homo sapiens","Human",,,"LGL2",""
,,,,,,,,"protein",,"FGFR3",,"false",,"FGFR3","FGFR3","9606","Homo sapiens","Human",,,"JTK4",""
,,,,,,,,"protein",,"C6orf47",,"false",,"C6orf47","C6orf47","9606","Homo sapiens","Human",,,"NG34","DADB-127H9.7"
,,,,,,,,"gene",,"HEATR6",,"false",,"HEATR6","HEATR6","9606","Homo sapiens","Human",,,"ABC1",""
,,,,,,,,"gene",,"UBE2D1",,"false",,"UBE2D1","UBE2D1","9606","Homo sapiens","Human",,,"UBCH5A",""
,,,,,,,,"protein",,"MBD4",,"false",,"MBD4","MBD4","9606","Homo sapiens","Human",,,"MED1",""
,"71.21229752142548","0.5085178875638842",,,"20.0",,"0.035713136196136475","protein",,"LYN",,"true",,"LYN","LYN","9606","Homo sapiens","Human",,,"p56Lyn",""
,,,,,,,,"gene",,"PPAP2B",,"false",,"PPAP2B","PPAP2B","9606","Homo sapiens","Human",,,"VCIP",""
,,,,,,,,"gene",,"THBD",,"false",,"THBD","THBD","9606","Homo sapiens","Human",,,"TM",""
,,,,,,,,"protein",,"CSNK2A2",,"false",,"CSNK2A2","CSNK2A2","9606","Homo sapiens","Human",,,"CSNK2A1",""
,,,,,,,,"protein",,"CSNK2B",,"false",,"CSNK2B","CSNK2B","9606","Homo sapiens","Human",,,"G5A","DADB-127H9.2"
,,,,,,,,"gene",,"SLC36A1",,"false",,"SLC36A1","SLC36A1","9606","Homo sapiens","Human",,,"TRAMD3",""
,,,,,,,,"gene",,"PSMB2",,"false",,"PSMB2","PSMB2","9606","Homo sapiens","Human",,,"HC7-I","RP5-983H21.1"
,,,,,,,,"protein",,"ATP5G3",,"false",,"ATP5G3","ATP5G3","9606","Homo sapiens","Human",,,"P3",""
,,,,,,,,"protein",,"SPAG7",,"false",,"SPAG7","SPAG7","9606","Homo sapiens","Human",,,"FSA-1",""
,,,,,,,,"gene",,"CYB5R3",,"false",,"CYB5R3","CYB5R3","9606","Homo sapiens","Human",,,"DIA1",""
,,,,,,,,"protein",,"GPRC5C",,"false",,"GPRC5C","GPRC5C","9606","Homo sapiens","Human",,,"RAIG3","PSEC0087"
,,,,,,,,"gene",,"IFIH1",,"false",,"IFIH1","IFIH1","9606","Homo sapiens","Human",,,"RLR-2",""
,,,,,,,,"protein",,"DNAJC1",,"false",,"DNAJC1","DNAJC1","9606","Homo sapiens","Human",,,"MTJ1","RP11-399C16.1"
,,,,,,,,"gene",,"HES6",,"false",,"HES6","HES6","9606","Homo sapiens","Human",,,"bHLHc23",""
,,,,,,,,"gene",,"ENO2",,"false",,"ENO2","ENO2","9606","Homo sapiens","Human",,,"NSE",""
,,,,,,,,"protein",,"TMEM222",,"false",,"TMEM222","TMEM222","9606","Homo sapiens","Human",,,"C1orf160","RP11-4K3__A.4"
,,,,,,,,"protein",,"TMEM147",,"false",,"TMEM147","TMEM147","9606","Homo sapiens","Human",,,"NIFIE14",""
,,,,,,,,"gene",,"ST8SIA6",,"false",,"ST8SIA6","ST8SIA6","9606","Homo sapiens","Human",,,"ST8SIA-VI",""
,,,,,,,,"protein",,"HM13",,"false",,"HM13","HM13","9606","Homo sapiens","Human",,,"dJ324O17.1","RP3-324O17.6"
,,,,,,,,"gene",,"CDC42EP5",,"false",,"CDC42EP5","CDC42EP5","9606","Homo sapiens","Human",,,"CEP5","XXbac-BCX535A19.5"
,,,,,,,,"protein",,"IFITM1",,"false",,"IFITM1","IFITM1","9606","Homo sapiens","Human",,,"LEU13",""
,,,,,,,,"gene",,"UBAP2L",,"false",,"UBAP2L","UBAP2L","9606","Homo sapiens","Human",,,"NICE-4","RP11-205M9.4"
,,,,,,,,"protein",,"ABHD16A",,"false",,"ABHD16A","ABHD16A","9606","Homo sapiens","Human",,,"PP199","DAQB-195H10.5"
,,,,,,,,"gene",,"TUBA1A",,"false",,"TUBA1A","TUBA1A","9606","Homo sapiens","Human",,,"TUBA3",""
,"6.183356779010034","0.511400651465798",,,"14.0",,"0.032796312123537064","protein",,"CLIC1",,"false",,"CLIC1","CLIC1","9606","Homo sapiens","Human",,,"NCC27","DADB-110M10.1"
,,,,,,,,"gene",,"POLM",,"false",,"POLM","POLM","9606","Homo sapiens","Human",,,"Tdt-N",""
,,,,,,,,"protein",,"CACTIN",,"false",,"CACTIN","CACTIN","9606","Homo sapiens","Human",,,"fSAPc",""
,,,,,,,,"gene",,"PIGN",,"false",,"PIGN","PIGN","9606","Homo sapiens","Human",,,"PIG-N",""
,,,,,,,,"protein",,"NCOR1",,"false",,"NCOR1","NCOR1","9606","Homo sapiens","Human",,,"hN-CoR",""
,,,,,,,,"gene",,"FBXL6",,"false",,"FBXL6","FBXL6","9606","Homo sapiens","Human",,,"PP14630",""
,,,,,,,,"protein",,"NELFB",,"false",,"NELFB","NELFB","9606","Homo sapiens","Human",,,"NELF-B","RP13-122B23.3"
,,,,,,,,"gene",,"PBX3",,"false",,"PBX3","PBX3","9606","Homo sapiens","Human",,,"","RP11-336P12.1"
,,,,,,,,"protein",,"NELFE",,"false",,"NELFE","NELFE","9606","Homo sapiens","Human",,,"RDP","DADB-122G4.4"
,,,,,,,,"gene",,"OSBP2",,"false",,"OSBP2","OSBP2","9606","Homo sapiens","Human",,,"OSBPL4","RP3-430N8.7"
,,,,,,,,"protein",,"PRAME",,"false",,"PRAME","PRAME","9606","Homo sapiens","Human",,,"OIP4",""
,,,,,,,,"gene",,"OPRL1",,"false",,"OPRL1","OPRL1","9606","Homo sapiens","Human",,,"ORL1",""
,"0.7857142857142857","0.5016806722689076",,,"4.0",,"0.014295017346739769","protein",,"SLC29A1",,"true",,"SLC29A1","SLC29A1","9606","Homo sapiens","Human",,,"ENT1",""
,,,,,,,,"gene",,"EME2",,"false",,"EME2","EME2","9606","Homo sapiens","Human",,,"gs125",""
,,,,,,,,"gene",,"TTC31",,"false",,"TTC31","TTC31","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"POLR2G",,"false",,"POLR2G","POLR2G","9606","Homo sapiens","Human",,,"hsRPB7",""
,"3.113131495448304","0.5080906148867314",,,"17.0",,"0.027100466191768646","protein",,"POLE",,"false",,"POLE","POLE","9606","Homo sapiens","Human",,,"POLE1",""
,,,,,,,,"gene",,"MXD1",,"false",,"MXD1","MXD1","9606","Homo sapiens","Human",,,"MAD1",""
,,,,,,,,"gene",,"GPER1",,"false",,"GPER1","GPER1","9606","Homo sapiens","Human",,,"mER",""
,,,,,,,,"protein",,"RNF5",,"false",,"RNF5","RNF5","9606","Homo sapiens","Human",,,"RMA1","DAAP-218M18.2"
,,,,,,,,"gene",,"YME1L1",,"false",,"YME1L1","YME1L1","9606","Homo sapiens","Human",,,"YME1L","RP11-145E8.2"
,,,,,,,,"gene",,"CFB",,"false",,"CFB","CFB","9606","Homo sapiens","Human",,,"PBF2","DADB-122G4.5"
,,,,,,,,"gene",,"TXNDC11",,"false",,"TXNDC11","TXNDC11","9606","Homo sapiens","Human",,,"EFP1",""
,,,,,,,,"gene",,"PTEN",,"false",,"PTEN","PTEN","9606","Homo sapiens","Human",,,"TEP1",""
,,,,,,,,"gene",,"SF3A2",,"false",,"SF3A2","SF3A2","9606","Homo sapiens","Human",,,"SF3a66",""
,,,,,,,,"gene",,"PCNXL2",,"false",,"PCNXL2","PCNXL2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"MBP",,"false",,"MBP","MBP","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"VWCE",,"false",,"VWCE","VWCE","9606","Homo sapiens","Human",,,"VWC1",""
,,,,,,,,"gene",,"KIAA2026",,"false",,"KIAA2026","KIAA2026","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"BLOC1S1",,"false",,"BLOC1S1","BLOC1S1","9606","Homo sapiens","Human",,,"RT14",""
,,,,,,,,"gene",,"RFTN1",,"false",,"RFTN1","RFTN1","9606","Homo sapiens","Human",,,"RAFTLIN","MIG2"
,,,,,,,,"protein",,"SMURF2",,"false",,"SMURF2","SMURF2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"POLR3K",,"false",,"POLR3K","POLR3K","9606","Homo sapiens","Human",,,"RPC12.5","My010"
,,,,,,,,"gene",,"PIGB",,"false",,"PIGB","PIGB","9606","Homo sapiens","Human",,,"PIG-B",""
,,,,,,,,"gene",,"ALMS1",,"false",,"ALMS1","ALMS1","9606","Homo sapiens","Human",,,"ALSS",""
,,,,,,,,"gene",,"INO80",,"false",,"INO80","INO80","9606","Homo sapiens","Human",,,"hINO80",""
,,,,,,,,"gene",,"DUS3L",,"false",,"DUS3L","DUS3L","9606","Homo sapiens","Human",,,"DUS3",""
,,,,,,,,"gene",,"SAMD4B",,"false",,"SAMD4B","SAMD4B","9606","Homo sapiens","Human",,,"hSmaug2",""
,,,,,,,,"gene",,"MDFI",,"false",,"MDFI","MDFI","9606","Homo sapiens","Human",,,"I-mfa","RP4-696P19.1"
,,,,,,,,"gene",,"GTPBP8",,"false",,"GTPBP8","GTPBP8","9606","Homo sapiens","Human",,,"HSPC135",""
,,,,,,,,"gene",,"DDX23",,"false",,"DDX23","DDX23","9606","Homo sapiens","Human",,,"prp28",""
,,,,,,,,"gene",,"IDH2",,"false",,"IDH2","IDH2","9606","Homo sapiens","Human",,,"mNADP-IDH",""
,,,,,,,,"gene",,"RFC1",,"false",,"RFC1","RFC1","9606","Homo sapiens","Human",,,"RFC140",""
,,,,,,,,"gene",,"ZNF142",,"false",,"ZNF142","ZNF142","9606","Homo sapiens","Human",,,"pHZ-49",""
,,,,,,,,"gene",,"STIL",,"false",,"STIL","STIL","9606","Homo sapiens","Human",,,"SIL","RP1-18D14.8"
,,,,,,,,"gene",,"TRIM24",,"false",,"TRIM24","TRIM24","9606","Homo sapiens","Human",,,"hTIF1",""
,,,,,,,,"gene",,"TFB1M",,"false",,"TFB1M","TFB1M","9606","Homo sapiens","Human",,,"mtTFB1","CGI-75"
,,,,,,,,"gene",,"KPNA6",,"false",,"KPNA6","KPNA6","9606","Homo sapiens","Human",,,"KPNA7","RP4-622L5.1"
,,,,,,,,"gene",,"RPS3",,"false",,"RPS3","RPS3","9606","Homo sapiens","Human",,,"S3","OK/SW-cl.26"
,,,,,,,,"gene",,"DNAJB9",,"false",,"DNAJB9","DNAJB9","9606","Homo sapiens","Human",,,"MSTP049","UNQ743/PRO1471"
,,,,,,,,"gene",,"POLR2L",,"false",,"POLR2L","POLR2L","9606","Homo sapiens","Human",,,"hRPB7.6",""
,,,,,,,,"gene",,"SREK1",,"false",,"SREK1","SREK1","9606","Homo sapiens","Human",,,"SRrp86",""
,,,,,,,,"gene",,"POLD2",,"false",,"POLD2","POLD2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"CDK5RAP2",,"false",,"CDK5RAP2","CDK5RAP2","9606","Homo sapiens","Human",,,"MCPH3","RP11-412P1.1"
,,,,,,,,"gene",,"PLEK2",,"false",,"PLEK2","PLEK2","9606","Homo sapiens","Human",,,"",""
